color,fuelTypeId,fuelType,id,km,make,makeId,model,modelId,price,province,provinceId,title,transmissionType,transmissionTypeId,year,seller_type,bodyType,cubicCapacity,doors,hp,url,publicationDate,fecha
WHITE,1,Diésel,53764910,70585,AUDI,4,A3,345,23800,Barcelona,8,AUDI A3 Sedan 2.0 TDI clean d 150CV S line ed 4p,MANUAL,2,2015,profesional,Berlina,1968,4,150,https://www.coches.net/audi-a3-sedan-20-tdi-clean-d-150cv-s-line-ed-diesel-2015-en-barcelona-53764910-covo.aspx,2023-04-07T140541+0200,2023-04-09T172225+0200
GRAY,1,Diésel,54633198,61362,AUDI,4,Q2,1199,23500,Cádiz,11,AUDI Q2 Design 30 TDI 85kW 116CV 5p,MANUAL,2,2019,profesional,4x4 SUV,1598,5,116,https://www.coches.net/audi-q2-design-30-tdi-85kw-116cv-5p-diesel-2019-en-cadiz-54633198-covo.aspx,2023-04-07T140443+0200,2023-04-09T172235+0200
WHITE,1,Diésel,53563340,75990,AUDI,4,Q3,999,26900,León,24,AUDI Q3 Sport ed 2.0 TDI 110kW150CV quat S tro,AUTOMATIC,1,2017,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-sport-ed-20-tdi-110kw150cv-quat-s-tro-diesel-2017-en-leon-53563340-covo.aspx,2023-04-07T140241+0200,2023-04-09T172247+0200
WHITE,1,Diésel,54558487,72272,AUDI,4,Q3,999,38990,Madrid,28,AUDI Q3 Black line 35 TDI 110kW 150CV S tronic,AUTOMATIC,1,2019,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-black-line-35-tdi-110kw-150cv-s-tronic-diesel-2019-en-madrid-54558487-covo.aspx,2023-04-08T140946+0200,2023-04-09T172258+0200
WHITE,2,Gasolina,54277112,38600,AUDI,4,Q3,999,32400,Barcelona,8,AUDI Q3 Advanced 35 TFSI 110kW 150CV S tronic 5p,AUTOMATIC,1,2019,profesional,4x4 SUV,1498,5,150,https://www.coches.net/audi-q3-advanced-35-tfsi-110kw-150cv-s-tronic-5p-gasolina-2019-en-barcelona-54277112-covo.aspx,2023-04-07T140042+0200,2023-04-09T172313+0200
BLACK,1,Diésel,54814341,99000,AUDI,4,A3,345,17999,Girona,17,AUDI A3 Sportback 2.0 TDI clean 150 S tro S line,AUTOMATIC,1,2015,profesional,Berlina,1968,5,150,https://www.coches.net/audi-a3-sportback-20-tdi-clean-150-s-tro-s-line-diesel-2015-en-girona-54814341-covo.aspx,2023-04-07T135426+0200,2023-04-09T172330+0200
GRAY,1,Diésel,53093364,27370,AUDI,4,Q3,999,42300,Granada,18,AUDI Q3 Black line 35 TDI 110kW 150CV S tronic 5p,AUTOMATIC,1,2021,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-black-line-35-tdi-110kw-150cv-s-tronic-5p-diesel-2021-en-granada-53093364-covo.aspx,2023-04-07T135341+0200,2023-04-09T172347+0200
GRAY,2,Gasolina,54656870,30900,AUDI,4,A3,345,23900,A Coruña,15,AUDI A3 35 TFSI 110kW 150CV Sportback 5p,MANUAL,2,2018,profesional,Berlina,1498,5,150,https://www.coches.net/audi-a3-35-tfsi-110kw-150cv-sportback-5p-gasolina-2019-en-a_coruna-54656870-covo.aspx,2023-04-09T150823+0200,2023-04-09T172400+0200
BLACK,2,Gasolina,54729084,96929,AUDI,4,A1,966,17890,Valencia,46,AUDI A1 30 TFSI 85kW 116CV Sportback 5p,MANUAL,2,2018,profesional,Berlina,999,5,116,https://www.coches.net/audi-a1-30-tfsi-85kw-116cv-sportback-5p-gasolina-2019-en-valencia-54729084-covo.aspx,2023-04-07T134245+0200,2023-04-09T172415+0200
WHITE,1,Diésel,54626185,85000,AUDI,4,A4,7,28600,Vizcaya,48,AUDI A4 Black line 2.0 TDI 110kW quattro Avant 5p,MANUAL,2,2018,profesional,Familiar,1968,5,150,https://www.coches.net/audi-a4-black-line-20-tdi-110kw-quattro-avant-5p-diesel-2017-en-vizcaya-54626185-covo.aspx,2023-04-07T132746+0200,2023-04-09T172424+0200
GRAY,1,Diésel,53379780,133950,AUDI,4,A4,7,32950,Almería,4,AUDI A4 Avant S line 40 TDI 140kW quattro S tron,AUTOMATIC,1,2020,profesional,Familiar,1968,5,190,https://www.coches.net/audi-a4-avant-s-line-40-tdi-140kw-quattro-s-tron-diesel-2019-en-almeria-53379780-covo.aspx,2023-04-07T132745+0200,2023-04-09T172441+0200
WHITE,2,Gasolina,54365811,35987,AUDI,4,A3,345,28100,Madrid,28,AUDI A3 Sportback Advanced 30 TFSI 81kW 110CV 5p,MANUAL,2,2021,profesional,Berlina,999,5,110,https://www.coches.net/audi-a3-sportback-advanced-30-tfsi-81kw-110cv-5p-gasolina-2021-en-madrid-54365811-covo.aspx,2023-04-07T132745+0200,2023-04-09T172457+0200
BLACK,1,Diésel,54495243,93182,AUDI,4,A3,345,21750,Valencia,46,AUDI A3 S line edition 1.6 TDI S tronic Sportb,AUTOMATIC,1,2018,profesional,Berlina,1598,5,116,https://www.coches.net/audi-a3-s-line-edition-16-tdi-s-tronic-sportb-diesel-2018-en-valencia-54495243-covo.aspx,2023-04-07T132541+0200,2023-04-09T172507+0200
GRAY,4,Híbrido,53788032,24200,AUDI,4,A4,7,36500,Vizcaya,48,AUDI A4 Advanced 35 TFSI 110kW 150CV S tronic,AUTOMATIC,1,2022,profesional,Berlina,1984,4,150,https://www.coches.net/audi-a4-advanced-35-tfsi-110kw-150cv-s-tronic-otros-2022-en-vizcaya-53788032-covo.aspx,2023-04-07T132041+0200,2023-04-09T172520+0200
GRAY,1,Diésel,54349177,31648,AUDI,4,A3,345,29500,Madrid,28,AUDI A3 Sportback Advanced 30 TDI 85kW 116CV 5p,MANUAL,2,2021,profesional,Berlina,1968,5,116,https://www.coches.net/audi-a3-sportback-advanced-30-tdi-85kw-116cv-5p-diesel-2021-en-madrid-54349177-covo.aspx,2023-04-07T131842+0200,2023-04-09T172532+0200
BLACK,1,Diésel,54740124,159800,AUDI,4,A6,27,19990,A Coruña,15,AUDI A6 Avant 3.0 TDI 204cv multitronic 5p,AUTOMATIC,1,2014,profesional,Familiar,2967,5,204,https://www.coches.net/audi-a6-avant-30-tdi-204cv-multitronic-diesel-2014-en-a_coruna-54740124-covo.aspx,2023-04-07T131842+0200,2023-04-09T172548+0200
GRAY,2,Gasolina,54810464,97860,AUDI,4,Q3,999,29990,Tarragona,43,AUDI Q3 Advanced 35 TFSI 110kW 150CV S tronic 5p,AUTOMATIC,1,2019,profesional,4x4 SUV,1498,5,150,https://www.coches.net/audi-q3-advanced-35-tfsi-110kw-150cv-s-tronic-5p-gasolina-2019-en-tarragona-54810464-covo.aspx,2023-04-07T131246+0200,2023-04-09T172604+0200
BLACK,1,Diésel,53859691,180000,AUDI,4,A1,966,10200,Valencia,46,AUDI A1 1.6 TDI 90cv Attraction,MANUAL,2,2012,profesional,Berlina,1598,3,90,https://www.coches.net/audi-a1-16-tdi-90cv-attraction-diesel-2012-en-valencia-53859691-covo.aspx,2023-04-07T131245+0200,2023-04-09T172612+0200
GRAY,2,Gasolina,54813990,89672,AUDI,4,A3,345,17800,Barcelona,8,AUDI A3 Sportback 1.4 TFSI 125CV S tronic S line,AUTOMATIC,1,2015,profesional,Berlina,1395,5,125,https://www.coches.net/audi-a3-sportback-14-tfsi-125cv-s-tronic-s-line-gasolina-2015-en-barcelona-54813990-covo.aspx,2023-04-08T000000+0200,2023-04-09T172628+0200
GRAY,1,Diésel,54006448,117205,AUDI,4,A3,345,20900,Málaga,29,AUDI A3 Sedan 2.0 TDI 150cv clean d S line edit 4p,AUTOMATIC,1,2014,profesional,Berlina,1968,4,150,https://www.coches.net/audi-a3-sedan-20-tdi-150cv-clean-d-s-line-edit-diesel-2014-en-malaga-54006448-covo.aspx,2023-04-09T143239+0200,2023-04-09T172640+0200
WHITE,1,Diésel,54158499,168000,AUDI,4,Q7,571,30999,Alicante,3,AUDI Q7 3.0 TDI 245cv quattro tiptronic Ambition 5p,AUTOMATIC,1,2014,profesional,4x4 SUV,2967,5,245,https://www.coches.net/audi-q7-30-tdi-245cv-quattro-tiptronic-ambition-diesel-2014-en-alicante-54158499-covo.aspx,2023-04-07T122341+0200,2023-04-09T172657+0200
BLUE,1,Diésel,54813968,62000,AUDI,4,A4,7,22490,Cádiz,11,AUDI A4 2.0 TDI 110kW 150CV S tronic Avant,AUTOMATIC,1,2018,profesional,Familiar,1968,5,150,https://www.coches.net/audi-a4-20-tdi-110kw-150cv-s-tronic-avant-diesel-2018-en-cadiz-54813968-covo.aspx,2023-04-08T000000+0200,2023-04-09T172710+0200
GRAY,1,Diésel,54705786,56459,AUDI,4,A3,345,21990,Málaga,29,AUDI A3 sport edition 1.6 TDI Sportback 5p,MANUAL,2,2017,profesional,Berlina,1598,5,110,https://www.coches.net/audi-a3-sport-edition-16-tdi-sportback-5p-diesel-2017-en-malaga-54705786-covo.aspx,2023-04-07T122041+0200,2023-04-09T172720+0200
GRAY,1,Diésel,53012405,83133,AUDI,4,Q3,999,24800,Barcelona,8,AUDI Q3 Sport ed 2.0 TDI 135kW 184CV quat S tr 5p,AUTOMATIC,1,2017,profesional,4x4 SUV,1968,5,184,https://www.coches.net/audi-q3-sport-ed-20-tdi-135kw-184cv-quat-s-tr-diesel-2017-en-barcelona-53012405-covo.aspx,2023-04-07T121840+0200,2023-04-09T172736+0200
WHITE,2,Gasolina,54204633,49621,AUDI,4,Q3,999,31900,Barcelona,8,AUDI Q3 Advanced 35 TFSI 110kW 150CV S tronic 5p,AUTOMATIC,1,2019,profesional,4x4 SUV,1498,5,150,https://www.coches.net/audi-q3-advanced-35-tfsi-110kw-150cv-s-tronic-5p-gasolina-2019-en-barcelona-54204633-covo.aspx,2023-04-07T121640+0200,2023-04-09T172749+0200
WHITE,1,Diésel,54813838,165000,AUDI,4,A5,611,19500,Cádiz,11,AUDI A5 Sportback 2.0 TDI 177cv 5p,AUTOMATIC,1,2013,particular,Berlina,1968,5,177,https://www.coches.net/audi-a5-sportback-20-tdi-177cv-5p-diesel-2013-en-cadiz-54813838-covo.aspx,2023-04-07T121628+0200,2023-04-09T172801+0200
WHITE,1,Diésel,53125312,73000,AUDI,4,A1,966,18990,Valencia,46,AUDI A1 Sportback 1.4 TDI S tronic Adrenalin 5p,AUTOMATIC,1,2017,profesional,Berlina,1422,5,90,https://www.coches.net/audi-a1-sportback-14-tdi-s-tronic-adrenalin-5p-diesel-2017-en-valencia-53125312-covo.aspx,2023-04-07T121546+0200,2023-04-09T172809+0200
GRAY,1,Diésel,54272321,72701,AUDI,4,Q3,999,32500,Girona,17,AUDI Q3 Advanced 35 TDI 110kW 150CV S tronic 5p,AUTOMATIC,1,2019,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-advanced-35-tdi-110kw-150cv-s-tronic-5p-diesel-2018-en-girona-54272321-covo.aspx,2023-04-08T123846+0200,2023-04-09T172825+0200
BLACK,2,Gasolina,54269207,98983,AUDI,4,A3,345,33500,Barcelona,8,AUDI A3 Sportback 2.0 TFSI S3 quattro S tronic 5p,AUTOMATIC,1,2016,profesional,Berlina,1984,5,300,https://www.coches.net/audi-a3-sportback-20-tfsi-s3-quattro-s-tronic-5p-gasolina-2016-en-barcelona-54269207-covo.aspx,2023-04-08T123846+0200,2023-04-09T172837+0200
WHITE,1,Diésel,54813939,128000,AUDI,4,A4 Allroad Quattro,925,22699,Álava,1,AUDI A4 Allroad Quattro 2.0 TDI 150cv quattro,MANUAL,2,2015,profesional,Familiar,1968,5,150,https://www.coches.net/audi-a4-allroad-quattro-20-tdi-150cv-quattro-diesel-2015-en-alava-54813939-covo.aspx,2023-04-08T000000+0200,2023-04-09T172850+0200
BLACK,2,Gasolina,54269205,62800,AUDI,4,A1,966,21290,Barcelona,8,AUDI A1 Epic Edition 30 TFSI 85kW Sportback 5p,MANUAL,2,2019,profesional,Berlina,999,5,116,https://www.coches.net/audi-a1-epic-edition-30-tfsi-85kw-sportback-5p-gasolina-2019-en-barcelona-54269205-covo.aspx,2023-04-08T121145+0200,2023-04-09T172859+0200
WHITE,1,Diésel,54204631,67804,AUDI,4,Q3,999,26100,Barcelona,8,AUDI Q3 Black line ed 2.0 TDI 110kW quattro 5p,MANUAL,2,2017,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-black-line-ed-20-tdi-110kw-quattro-5p-diesel-2017-en-barcelona-54204631-covo.aspx,2023-04-07T120741+0200,2023-04-09T172915+0200
WHITE,1,Diésel,54805997,18803,AUDI,4,Q2,1199,29890,Madrid,28,AUDI Q2 Sport 30 TDI 85kW 116CV S tronic 5p,AUTOMATIC,1,2019,profesional,4x4 SUV,1598,5,116,https://www.coches.net/audi-q2-sport-30-tdi-85kw-116cv-s-tronic-5p-diesel-2019-en-madrid-54805997-covo.aspx,2023-04-07T120141+0200,2023-04-09T172928+0200
WHITE,2,Gasolina,54204610,68139,AUDI,4,A3,345,24900,Barcelona,8,AUDI A3 design edit 1.5 TFSI CoD EVO S tronic SB 5p,AUTOMATIC,1,2018,profesional,Berlina,1498,5,150,https://www.coches.net/audi-a3-design-edit-15-tfsi-cod-evo-s-tronic-sb-5p-gasolina-2018-en-barcelona-54204610-covo.aspx,2023-04-07T115944+0200,2023-04-09T172938+0200
GRAY,7,Gas natural (CNG),54653788,125459,AUDI,4,A3,345,19975,Madrid,28,AUDI A3 Sportback Design 30 gtron 96kW S tronic 5p,AUTOMATIC,1,2020,profesional,Berlina,1498,5,131,https://www.coches.net/audi-a3-sportback-design-30-gtron-96kw-s-tronic-5p-otros-2020-en-madrid-54653788-covo.aspx,2023-04-07T115944+0200,2023-04-09T172947+0200
WHITE,1,Diésel,53666348,122000,AUDI,4,A1,966,13900,Alicante,3,AUDI A1 1.6 TDI 105cv Attraction 3p,MANUAL,2,2014,profesional,Berlina,1598,3,105,https://www.coches.net/audi-a1-16-tdi-105cv-attraction-3p-diesel-2014-en-alicante-53666348-covo.aspx,2023-04-07T115844+0200,2023-04-09T173004+0200
GRAY,1,Diésel,52841742,22715,AUDI,4,Q3,999,38900,A Coruña,15,AUDI Q3 Advanced 35 TDI 110kW 150CV S tronic 5p,AUTOMATIC,1,2022,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-advanced-35-tdi-110kw-150cv-s-tronic-5p-diesel-2022-en-a_coruna-52841742-covo.aspx,2023-04-08T121145+0200,2023-04-09T173016+0200
GRAY,2,Gasolina,53455475,97000,AUDI,4,A3,345,38990,Vizcaya,48,AUDI A3 2.5 TFSI RS3 S tronic quattro Sportback 5p,AUTOMATIC,1,2012,profesional,Berlina,2480,5,367,https://www.coches.net/audi-a3-25-tfsi-rs3-s-tronic-quattro-sportback-gasolina-2016-en-vizcaya-53455475-covo.aspx,2023-04-08T115643+0200,2023-04-09T173030+0200
BLACK,1,Diésel,54813848,123665,AUDI,4,A4,7,19850,Sevilla,41,AUDI A4 2.0 TDI 110kW 150CV S tronic ultra,AUTOMATIC,1,2018,profesional,Berlina,1968,4,150,https://www.coches.net/audi-a4-20-tdi-110kw-150cv-s-tronic-ultra-diesel-2018-en-sevilla-54813848-covo.aspx,2023-04-07T115229+0200,2023-04-09T173039+0200
GRAY,1,Diésel,54225347,153000,AUDI,4,Q3,999,21449,Cádiz,11,AUDI Q3 2.0 TDI 150CV quattro 5p,MANUAL,2,2016,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-20-tdi-150cv-quattro-diesel-2016-en-cadiz-54225347-covo.aspx,2023-04-07T114944+0200,2023-04-09T173051+0200
BLUE,2,Gasolina,54276896,61000,AUDI,4,TT,360,32900,Baleares,7,AUDI TT 1.8 TFSI 132kW 180CV S tronic Roadster 2p,AUTOMATIC,1,2017,profesional,Cabrio,1798,2,180,https://www.coches.net/audi-tt-18-tfsi-132kw-180cv-s-tronic-roadster-gasolina-2017-en-baleares-54276896-covo.aspx,2023-04-07T114944+0200,2023-04-09T173100+0200
GARNET,2,Gasolina,54433771,105000,AUDI,4,A5,611,18800,Madrid,28,AUDI A5 Cabrio 1.8 TFSI 170cv multitronic 2p,AUTOMATIC,1,2012,profesional,Cabrio,1798,2,170,https://www.coches.net/audi-a5-cabrio-18-tfsi-170cv-multitronic-2p-gasolina-2012-en-madrid-54433771-covo.aspx,2023-04-08T115643+0200,2023-04-09T173116+0200
WHITE,2,Gasolina,54658766,26900,AUDI,4,A1,966,24900,Alicante,3,AUDI A1 Sportback Adrenalin 30 TFSI 81kW 110CV 5p,MANUAL,2,2022,profesional,Berlina,999,5,110,https://www.coches.net/audi-a1-sportback-adrenalin-30-tfsi-81kw-110cv-5p-gasolina-2022-en-alicante-54658766-covo.aspx,2023-04-07T114845+0200,2023-04-09T173126+0200
WHITE,1,Diésel,Alcalá de Henares,109122,AUDI,4,Q2,1199,21990,Madrid,28,AUDI Q2 Advanced 30 TDI 85kW 116CV,MANUAL,2,2019,profesional,4x4 SUV,1598,5,116,https://www.coches.net/audi-q2-advanced-30-tdi-85kw-116cv-diesel-2019-en-madrid-54556763-covo.aspx,2023-04-08T115643+0200,2023-04-09T173143+0200
WHITE,1,Diésel,54204604,21924,AUDI,4,Q2,1199,28600,Barcelona,8,AUDI Q2 Design 35 TDI 110kW 150CV 5p,MANUAL,2,2020,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q2-design-35-tdi-110kw-150cv-5p-diesel-2019-en-barcelona-54204604-covo.aspx,2023-04-07T114343+0200,2023-04-09T173157+0200
WHITE,4,Híbrido,53973735,18725,AUDI,4,Q5 SPORTBACK,1342,51900,Guipúzcoa,20,AUDI Q5 SPORTBACK Advanced 40 TDI 150kW quattroultra,AUTOMATIC,1,2022,profesional,4x4 SUV,1968,5,204,https://www.coches.net/audi-q5-sportback-advanced-40-tdi-150kw-quattroultra-otros-2022-en-guipuzcoa-53973735-covo.aspx,2023-04-07T113444+0200,2023-04-09T173212+0200
BLACK,4,Híbrido,53304385,27322,AUDI,4,A4,7,33900,Alicante,3,AUDI A4 S line 30 TDI 100kW 136CV S tronic 4p,AUTOMATIC,1,2021,profesional,Berlina,1968,4,136,https://www.coches.net/audi-a4-s-line-30-tdi-100kw-136cv-s-tronic-4p-electrico-hibrido-2021-en-alicante-53304385-covo.aspx,2023-04-07T113443+0200,2023-04-09T173226+0200
RED,2,Gasolina,54042655,58494,AUDI,4,TT,360,33500,Barcelona,8,AUDI TT S line ed 2.0 TFSI 169kW S tron Roadster 2p,AUTOMATIC,1,2018,profesional,Cabrio,1984,2,230,https://www.coches.net/audi-tt-s-line-ed-20-tfsi-169kw-s-tron-roadster-2p-gasolina-2018-en-barcelona-54042655-covo.aspx,2023-04-07T113344+0200,2023-04-09T173242+0200
GRAY,2,Gasolina,54768813,38607,AUDI,4,Q3 Sportback,1293,69990,Cádiz,11,AUDI Q3 Sportback RS 2.5 TFSI quattro,AUTOMATIC,1,2021,profesional,4x4 SUV,2480,5,400,https://www.coches.net/audi-q3-sportback-rs-25-tfsi-quattro-gasolina-2021-en-cadiz-54768813-covo.aspx,2023-04-07T113144+0200,2023-04-09T173257+0200
WHITE,1,Diésel,54771055,35000,AUDI,4,A6,27,39990,Madrid,28,AUDI A6 3.0 TDI quattro tiptronic 4p,AUTOMATIC,1,2018,profesional,Berlina,2967,4,320,https://www.coches.net/audi-a6-30-tdi-quattro-tiptronic-4p-diesel-2018-en-madrid-54771055-covo.aspx,2023-04-07T113049+0200,2023-04-09T173311+0200
GRAY,2,Gasolina,54746622,55000,AUDI,4,Q5,904,49990,Madrid,28,AUDI Q5 SQ5 3.0 TFSI 260kW quattro triptronic 5p,AUTOMATIC,1,2018,profesional,4x4 SUV,2995,5,354,https://www.coches.net/audi-q5-sq5-30-tfsi-260kw-quattro-triptronic-gasolina-2018-en-madrid-54746622-covo.aspx,2023-04-07T112644+0200,2023-04-09T173319+0200
WHITE,2,Gasolina,53002414,30400,AUDI,4,Q3,999,42500,Vizcaya,48,AUDI Q3 Black line 35 TFSI 110kW 150CV,AUTOMATIC,1,2021,profesional,4x4 SUV,1498,5,150,https://www.coches.net/audi-q3-black-line-35-tfsi-110kw-150cv-gasolina-2021-en-vizcaya-53002414-covo.aspx,2023-04-08T112643+0200,2023-04-09T173334+0200
WHITE,1,Diésel,54271547,120000,AUDI,4,A5,611,31500,Valencia,46,AUDI A5 Advanced 2.0 TDI 140kW S tron Sportback,AUTOMATIC,1,2017,profesional,Berlina,1968,5,190,https://www.coches.net/audi-a5-advanced-20-tdi-140kw-s-tron-sportback-diesel-2017-en-valencia-54271547-covo.aspx,2023-04-08T112643+0200,2023-04-09T173344+0200
ORANGE,1,Diésel,54746435,70000,AUDI,4,Q2,1199,20990,Madrid,28,AUDI Q2 Sport 30 TDI 85kW 116CV 5p,MANUAL,2,2018,profesional,4x4 SUV,1598,5,116,https://www.coches.net/audi-q2-sport-30-tdi-85kw-116cv-diesel-2019-en-madrid-54746435-covo.aspx,2023-04-07T112544+0200,2023-04-09T173359+0200
RED,2,Gasolina,54265845,103000,AUDI,4,A5,611,33990,Madrid,28,AUDI A5 S line 2.0 TFSI quat ultra S tron Coupe,AUTOMATIC,1,2018,profesional,Coupe,1984,2,252,https://www.coches.net/audi-a5-s-line-20-tfsi-quat-ultra-s-tron-coupe-gasolina-2018-en-madrid-54265845-covo.aspx,2023-04-08T112643+0200,2023-04-09T173410+0200
WHITE,1,Diésel,54690442,122400,AUDI,4,SQ5,1048,44990,Granada,18,AUDI SQ5 3.0 TDI plus quattro tiptronic,AUTOMATIC,1,2017,profesional,4x4 SUV,2967,5,340,https://www.coches.net/audi-sq5-30-tdi-plus-quattro-tiptronic-diesel-2017-en-granada-54690442-covo.aspx,2023-04-07T112444+0200,2023-04-09T173425+0200
WHITE,1,Diésel,54099264,95000,AUDI,4,A3,345,19500,Lleida,25,AUDI A3 1.6 TDI Sportback,MANUAL,2,2016,profesional,Berlina,1598,5,110,https://www.coches.net/audi-a3-16-tdi-sportback-diesel-2016-en-lleida-54099264-covo.aspx,2023-04-07T112344+0200,2023-04-09T173439+0200
GRAY,1,Diésel,54742742,68640,AUDI,4,Q3,999,24990,Cádiz,11,AUDI Q3 2.0 TDI 110kW 150CV quattro S tronic,AUTOMATIC,1,2017,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-20-tdi-110kw-150cv-quattro-s-tronic-diesel-2017-en-cadiz-54742742-covo.aspx,2023-04-07T112244+0200,2023-04-09T173456+0200
WHITE,1,Diésel,53610130,75600,AUDI,4,A1,966,18500,Asturias,33,AUDI A1 Sportback 1.6 TDI 116CV Attraction 5p,MANUAL,2,2016,profesional,Berlina,1598,5,116,https://www.coches.net/audi-a1-sportback-16-tdi-116cv-attraction-5p-diesel-2016-en-asturias-53610130-covo.aspx,2023-04-09T150440+0200,2023-04-09T173509+0200
GRAY,2,Gasolina,54476191,60503,AUDI,4,A1,966,19500,Baleares,7,AUDI A1 Sportback Adrenalin 25 TFSI 70kW 95CV 5p,MANUAL,2,2019,profesional,Berlina,999,5,95,https://www.coches.net/audi-a1-sportback-adrenalin-25-tfsi-70kw-95cv-5p-gasolina-2019-en-baleares-54476191-covo.aspx,2023-04-07T112144+0200,2023-04-09T173523+0200
BLUE,1,Diésel,53397627,179000,AUDI,4,A4,7,21950,Toledo,45,AUDI A4 2.0 TDI 110kW 150CV ultra Avant,MANUAL,2,2018,profesional,Familiar,1968,5,150,https://www.coches.net/audi-a4-20-tdi-110kw-150cv-ultra-avant-diesel-2018-en-toledo-53397627-covo.aspx,2023-04-08T112643+0200,2023-04-09T173531+0200
WHITE,2,Gasolina,54204605,58596,AUDI,4,Q3,999,32700,Barcelona,8,AUDI Q3 Advanced 35 TFSI 110kW 150CV S tronic 5p,AUTOMATIC,1,2019,profesional,4x4 SUV,1498,5,150,https://www.coches.net/audi-q3-advanced-35-tfsi-110kw-150cv-s-tronic-5p-gasolina-2019-en-barcelona-54204605-covo.aspx,2023-04-07T111944+0200,2023-04-09T173541+0200
GRAY,1,Diésel,54778915,50262,AUDI,4,Q3 Sportback,1293,40900,Tarragona,43,AUDI Q3 Sportback Advanced 35 TDI 110kW 150CV S tronic 5p,AUTOMATIC,1,2020,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-sportback-advanced-35-tdi-110kw-150cv-s-tronic-5p-diesel-2020-en-tarragona-54778915-covo.aspx,2023-04-07T111844+0200,2023-04-09T173553+0200
WHITE,1,Diésel,54486018,179600,AUDI,4,A3,345,16900,Córdoba,14,AUDI A3 design edition 1.6 TDI Sedan 4p,MANUAL,2,2017,profesional,Berlina,1598,4,110,https://www.coches.net/audi-a3-design-edition-16-tdi-sedan-diesel-2017-en-cordoba-54486018-covo.aspx,2023-04-07T111643+0200,2023-04-09T173607+0200
WHITE,1,Diésel,54761293,98000,AUDI,4,Q5,904,34900,Jaén,23,AUDI Q5 35 TDI 120kW 163CV quattro S tronic 5p,AUTOMATIC,1,2019,profesional,4x4 SUV,1968,5,163,https://www.coches.net/audi-q5-35-tdi-120kw-163cv-quattro-s-tronic-diesel-2019-en-jaen-54761293-covo.aspx,2023-04-07T111345+0200,2023-04-09T173621+0200
BLACK,1,Diésel,54204653,22440,AUDI,4,Q3 Sportback,1293,40900,Barcelona,8,AUDI Q3 Sportback Advanced 35 TDI 110kW 150CV S tronic 5p,AUTOMATIC,1,2022,profesional,4x4 SUV,1968,5,150,https://www.coches.net/audi-q3-sportback-advanced-35-tdi-110kw-150cv-s-tronic-5p-diesel-2022-en-barcelona-54204653-covo.aspx,2023-04-07T110444+0200,2023-04-09T173636+0200
BLUE,1,Diésel,53425772,55980,AUDI,4,A3,345,18495,Cádiz,11,AUDI A3 1.6 TDI 85kW 116CV Sportback 5p,MANUAL,2,2018,profesional,Berlina,1598,5,116,https://www.coches.net/audi-a3-16-tdi-85kw-116cv-sportback-diesel-2017-en-cadiz-53425772-covo.aspx,2023-04-07T110343+0200,2023-04-09T173647+0200
GRAY,1,Diésel,53425489,88000,AUDI,4,A4,7,25995,Cádiz,11,AUDI A4 2.0 TDI 140kW quattro S tronic Avant 5p,AUTOMATIC,1,2017,profesional,Familiar,1968,5,190,https://www.coches.net/audi-a4-20-tdi-140kw-quattro-s-tronic-avant-diesel-2017-en-cadiz-53425489-covo.aspx,2023-04-07T110143+0200,2023-04-09T173657+0200
GRAY,2,Gasolina,53517235,21000,AUDI,4,Q2,1199,27900,Guipúzcoa,20,AUDI Q2 30 TFSI 81kW 110CV,MANUAL,2,2021,profesional,4x4 SUV,999,5,110,https://www.coches.net/audi-q2-30-tfsi-81kw-110cv-gasolina-2021-en-guipuzcoa-53517235-covo.aspx,2023-04-07T105743+0200,2023-04-09T173711+0200
RED,1,Diésel,54556007,81000,AUDI,4,A3,345,27990,Pontevedra,36,AUDI A3 S line edition 2.0 TDI quattro Sportback,AUTOMATIC,1,2017,profesional,Berlina,1968,5,150,https://www.coches.net/audi-a3-s-line-edition-20-tdi-quattro-sportback-diesel-2017-en-pontevedra-54556007-covo.aspx,2023-04-08T105643+0200,2023-04-09T173723+0200
WHITE,1,Diésel,54504182,22756,AUDI,4,A3,345,29700,Burgos,9,AUDI A3 Sportback Advanced 30 TDI 85kW 116CV 5p,MANUAL,2,2021,profesional,Berlina,1968,5,116,https://www.coches.net/audi-a3-sportback-advanced-30-tdi-85kw-116cv-5p-diesel-2021-en-burgos-54504182-covo.aspx,2023-04-09T164752+0200,2023-04-09T173731+0200
